iter	Logloss
0	0.6559723511
1	0.6245859477
2	0.5958691711
3	0.5679168193
4	0.5418909709
5	0.5195356242
6	0.498486908
7	0.4793987834
8	0.4620751648
9	0.4456977743
10	0.4332035116
11	0.4192385661
12	0.4069914653
13	0.3950539042
14	0.3843303324
15	0.3742982279
16	0.3661713155
17	0.3580099386
18	0.3509834696
19	0.3440692495
20	0.337841507
21	0.332197347
22	0.3274463094
23	0.3230853831
24	0.31846315
25	0.3142028046
26	0.310631251
27	0.3067893372
28	0.3036936951
29	0.3004960378
30	0.2974790344
31	0.2948454641
32	0.2927820282
33	0.2906232961
34	0.2881492004
35	0.2862732035
36	0.2843688812
37	0.2827141418
38	0.2813188578
39	0.2802136485
40	0.2783418732
41	0.277069519
42	0.2757051849
43	0.2746168365
44	0.2732122192
45	0.2721951294
46	0.2707765808
47	0.2695719248
48	0.2684769847
49	0.2675654449
50	0.2664147339
51	0.2656617533
52	0.2649578654
53	0.2641837718
54	0.2634539897
55	0.2626972555
56	0.2620564372
57	0.2614343821
58	0.2606775004
59	0.2598492025
60	0.2592876638
61	0.2588072001
62	0.2580635223
63	0.2575226237
64	0.2569569855
65	0.2564163869
66	0.2560034129
67	0.2555286764
68	0.2551316223
69	0.2546880035
70	0.2542604777
71	0.2537807719
72	0.2533933512
73	0.253056366
74	0.2528557943
75	0.2524782918
76	0.2521077779
77	0.2517656606
78	0.2514906209
79	0.2512234192
80	0.2509241842
81	0.2506261139
82	0.2503089803
83	0.2499820506
84	0.249728536
85	0.2494352722
86	0.249173645
87	0.2489619904
88	0.2487838236
89	0.2484710693
90	0.2481900228
91	0.2480026703
92	0.2478681132
93	0.2476305186
94	0.2474616343
95	0.2471518656
96	0.2468704122
97	0.2466078898
98	0.2464363251
99	0.2462356211
100	0.246117274
101	0.2458971252
102	0.2457363434
103	0.245576884
104	0.2453002777
105	0.245113678
106	0.2448817698
107	0.2447301025
108	0.2445257263
109	0.2443423055
110	0.2441678874
111	0.2440082753
112	0.2438252106
113	0.2437098694
114	0.2435192312
115	0.2433954722
116	0.2432009379
117	0.2430579376
118	0.2429377848
119	0.2427734782
120	0.2426273295
121	0.2424062398
122	0.2422111104
123	0.242066747
124	0.2418911641
125	0.2417861277
126	0.2415964406
127	0.2414674581
128	0.2413358002
129	0.2412340291
130	0.2411935527
131	0.2410467885
132	0.2409297536
133	0.2407485962
134	0.2406356913
135	0.2405174408
136	0.2404200999
137	0.2403774821
138	0.2403064372
139	0.2401962687
140	0.240089269
141	0.2399658813
142	0.2398337351
143	0.2397135773
144	0.2396477915
145	0.2395818075
146	0.2394935404
147	0.2394222514
148	0.2393521322
149	0.2392422689
150	0.2391461538
151	0.2390314636
152	0.2389274648
153	0.2388391571
154	0.2387413991
155	0.2386459605
156	0.2385562744
157	0.2385247498
158	0.238444692
159	0.2383855184
160	0.2383297119
161	0.2382686818
162	0.2381656443
163	0.2380675761
164	0.238028183
165	0.2379664663
166	0.2378718923
167	0.2377586416
168	0.2377054036
169	0.2375826467
170	0.2375397339
171	0.2374593201
172	0.2373463949
173	0.2372842407
174	0.23719959
175	0.2371103668
176	0.2370714366
177	0.2369921417
178	0.236900589
179	0.236831955
180	0.2367341665
181	0.2366781006
182	0.2365826365
183	0.2364842733
184	0.2364302114
185	0.2363759867
