iter	Logloss
273	0.2937236295
274	0.2935997582
275	0.2934553315
276	0.2933773716
277	0.2931915289
278	0.2930167726
279	0.292847595
280	0.2927753206
281	0.2926296886
282	0.2924039507
283	0.2923262247
284	0.2920938197
285	0.2919200754
286	0.2918261421
287	0.2917298339
288	0.2915863174
289	0.2914569386
290	0.2913241829
291	0.2911737554
292	0.2910739738
293	0.2909917574
294	0.2908408823
295	0.2907222693
296	0.2906607201
297	0.2905173461
298	0.2904657746
299	0.2903498823
300	0.2902186676
301	0.2900527192
302	0.2898923598
303	0.2897999724
304	0.2895837951
305	0.2895187167
306	0.2894109102
307	0.2893087843
308	0.2891655781
309	0.2890661169
310	0.2889052591
311	0.2887798977
312	0.2886722947
313	0.2884594636
314	0.2883787728
315	0.2882631958
316	0.2881070522
317	0.2879304295
318	0.287826127
319	0.2876081291
320	0.287486119
321	0.2873354168
322	0.2872029409
323	0.2870171237
324	0.2868884568
325	0.286750453
326	0.2866330707
327	0.2865365082
328	0.2864141879
329	0.286298316
330	0.2862185762
331	0.286089416
332	0.2860145989
333	0.285858145
334	0.2857494741
335	0.2855721039
336	0.2854251039
337	0.2853127613
338	0.285221091
339	0.2850885591
340	0.2849118398
341	0.2847450574
342	0.2846529803
343	0.2845132627
344	0.284419543
345	0.2842482448
346	0.2840988546
347	0.2840039246
348	0.2838827129
349	0.2837598383
350	0.2836484009
351	0.2835204866
352	0.2834227698
353	0.2832927196
354	0.283146096
355	0.2830129437
356	0.2829139503
357	0.2827641534
358	0.2826135071
359	0.282455309
360	0.2823507217
361	0.2821817577
362	0.2820342085
363	0.2819513106
364	0.2818622085
365	0.2816651474
366	0.2815750943
367	0.2814216459
368	0.2812794975
369	0.281133179
370	0.2810277424
371	0.2808778285
372	0.2808068763
373	0.2807101257
374	0.2805976661
375	0.2804913497
376	0.2802968567
377	0.2801395994
378	0.2800538384
379	0.2800058013
380	0.2798465301
381	0.2797379253
382	0.2796424104
383	0.2795521488
384	0.2794179337
385	0.2793097763
386	0.2792509631
387	0.2791766698
388	0.2790109198
389	0.2788834429
390	0.2788058695
391	0.2787039418
392	0.2785527769
393	0.2784333807
394	0.2783047037
395	0.2782179052
396	0.2780953408
397	0.2779582219
398	0.2777988033
399	0.277635118
400	0.2774642469
401	0.2773369225
402	0.2772122426
403	0.2770967724
404	0.2770152425
405	0.2767957292
406	0.2766008141
407	0.2764953572
408	0.2763798514
409	0.2762564428
410	0.2761327952
411	0.2760227106
412	0.2759218102
413	0.2758103321
414	0.275766048
415	0.2756449177
416	0.2755235687
417	0.2753810897
418	0.2752488783
419	0.2751421856
420	0.2750182481
421	0.2749733741
422	0.274873562
423	0.274781312
424	0.2747138281
425	0.2745115748
426	0.2743767239
427	0.2743303701
428	0.2741669543
429	0.2740130483
430	0.2738666128
431	0.2737119389
432	0.2735917545
433	0.2734880165
434	0.2733408232
435	0.2732561556
436	0.2732157823
437	0.2731195249
438	0.2729651154
439	0.2728050459
440	0.2726549285
441	0.2725400686
442	0.2724197215
443	0.2722703466
444	0.2721689885
445	0.2721202598
446	0.2719433065
447	0.2718095287
448	0.2716919583
449	0.2716398731
450	0.27150905
451	0.2714177204
452	0.2713147604
453	0.2711714118
454	0.2710290549
455	0.2709376948
456	0.2708632286
457	0.2707525946
458	0.270637933
459	0.2705334067
460	0.2704912738
461	0.270354877
462	0.2702638475
463	0.2701079429
464	0.2699394976
465	0.2698881041
466	0.2697729543
467	0.2696363642
468	0.2695249065
469	0.2693960921
470	0.269264379
471	0.2691914841
472	0.2690605237
473	0.2688725503
474	0.2687496147
475	0.2686337783
476	0.2684968425
477	0.2683130849
478	0.2682216943
479	0.2681300596
480	0.2679847531
481	0.2678404637
482	0.2677496783
483	0.2675928227
484	0.2674768389
485	0.267343117
486	0.2672272807
487	0.2671879651
488	0.2671401263
489	0.2670542534
490	0.2669499051
491	0.2668377049
492	0.2666590022
493	0.2665755704
494	0.266469493
495	0.2663669399
496	0.266227741
497	0.2660733722
498	0.2659633129
499	0.2658617464
500	0.2657688607
501	0.2656512851
502	0.2655360692
503	0.2654085668
504	0.2652251703
505	0.2651640381
506	0.2650818776
507	0.2649516342
508	0.2648229215
509	0.2647540849
510	0.2646454953
511	0.2644977631
512	0.2643602577
513	0.2642874696
514	0.2641996897
515	0.2641541241
516	0.2640809242
517	0.2639742467
518	0.2638592647
519	0.2637391566
520	0.2636204063
521	0.2635237523
522	0.26339923
523	0.2632323612
524	0.2631073101
525	0.2629887021
526	0.26284782
527	0.2627392355
528	0.2626141335
529	0.2625046387
530	0.2624055386
531	0.2622749799
532	0.2621817382
533	0.2621172293
534	0.2620347331
535	0.2619285083
536	0.2618460427
537	0.261761197
538	0.2616457218
539	0.2615410226
540	0.261497659
541	0.2614406104
542	0.2613243469
543	0.2612001552
544	0.261081354
545	0.2609840287
546	0.2608769037
547	0.2607671343
548	0.2606474992
549	0.2605200223
550	0.2603764601
551	0.2602809553
552	0.2602038193
553	0.2600549529
554	0.2599423815
555	0.2597841935
556	0.2597147975
557	0.2596156313
558	0.2595181229
559	0.2593849401
560	0.2592938546
561	0.2591776826
562	0.2590544317
563	0.258931552
564	0.2588282564
565	0.2586763643
566	0.2585719092
567	0.2584653894
568	0.2583641483
569	0.2582640209
570	0.2581513833
571	0.2580498879
572	0.2579852315
573	0.2578867061
574	0.2577899554
575	0.2576510871
576	0.2575505529
577	0.2574632561
578	0.2573458788
579	0.2572096753
580	0.2570525095
581	0.2569465186
582	0.256850602
583	0.2566968384
584	0.2566119165
585	0.2564412234
586	0.2563398602
587	0.2562804266
588	0.2561643411
589	0.2560701332
590	0.2560211552
591	0.2559029643
592	0.255779032
593	0.2556794335
594	0.2555688962
595	0.2554167243
596	0.255367665
597	0.2552854587
598	0.255200191
599	0.2550668404
600	0.2549799504
601	0.2548525294
602	0.2547559161
603	0.2546648001
604	0.2545785204
605	0.2544439595
606	0.2543906436
607	0.2542371394
608	0.2541563824
609	0.2540543887
610	0.2539217246
611	0.2538521404
612	0.2536888111
613	0.253624114
614	0.253522578
615	0.2534092488
616	0.253287854
617	0.2531466006
618	0.2530984618
619	0.253003369
620	0.252892791
621	0.2528095422
622	0.2526849437
623	0.2525260437
624	0.2524518521
625	0.2523559355
626	0.2523124702
627	0.2522234952
628	0.2521168279
629	0.2519895188
630	0.2518874081
631	0.2517671983
632	0.2516594631
633	0.251568103
634	0.2514152853
635	0.2512901883
636	0.2511938038
637	0.2511356416
638	0.2510545643
639	0.2510015078
640	0.2509413825
641	0.2508081489
642	0.2507059822
643	0.250554741
644	0.2504709328
645	0.2503951241
646	0.2503105022
647	0.250227345
648	0.2500997765
649	0.2499712977
650	0.2499217604
651	0.2498676054
652	0.2497693241
653	0.2496944307
654	0.2496318034
655	0.2495345035
656	0.2494252681
657	0.2493290158
658	0.2492294122
659	0.2491780543
660	0.2491443225
661	0.2490439002
662	0.2489244176
663	0.2488858139
664	0.2487915297
665	0.2487023005
666	0.2486317704
667	0.248583479
668	0.2484362756
669	0.2483425864
670	0.248265552
671	0.248223592
672	0.24810712
673	0.2480257782
674	0.2479115641
675	0.2478481537
676	0.2477173204
677	0.247591781
678	0.2475029331
679	0.2473801704
680	0.2473173295
681	0.2472301294
682	0.2471760354
683	0.2470793713
684	0.2469405792
685	0.2468472917
686	0.2467506987
687	0.2466196773
688	0.2465218027
689	0.2464444226
690	0.2463654913
691	0.2462686898
692	0.2462037385
693	0.2461323286
694	0.2460576234
695	0.2460234034
696	0.2459289514
697	0.2458725182
698	0.2458096569
699	0.2457316309
700	0.2456073425
701	0.2454891872
702	0.2454038229
703	0.2453318893
704	0.2451916987
705	0.2451058869
706	0.2449968345
707	0.2449395571
708	0.2448564405
709	0.2448028806
710	0.2447624411
711	0.2446678467
712	0.2445661683
713	0.2444012929
714	0.2442272181
715	0.2441108122
716	0.2440457032
717	0.2439838183
718	0.2438325619
719	0.2437046832
720	0.2435938103
721	0.2435372397
722	0.243416145
723	0.2433014224
724	0.2431051241
725	0.2430155541
726	0.2428888807
727	0.2428143738
728	0.2427472611
729	0.2426519751
730	0.2425831995
731	0.2424772442
732	0.2424077515
733	0.2423202208
734	0.2422265265
735	0.2421217307
736	0.2419557162
737	0.2418480573
738	0.241779775
739	0.2416197461
740	0.2415270181
741	0.2414347426
742	0.2413559588
743	0.2412558416
744	0.2411419683
745	0.2410369843
746	0.2409372231
747	0.2408688339
748	0.2407990107
749	0.2407088305
750	0.2406441385
751	0.2404976166
752	0.2403607265
753	0.2402006925
754	0.2401636908
755	0.2401006007
756	0.2400242733
757	0.2399518819
758	0.2398753713
759	0.2396935564
760	0.2396040576
761	0.2395327494
762	0.2394869753
763	0.2394162367
764	0.2393309995
765	0.2391761222
766	0.2391060041
767	0.2389759946
768	0.238915432
769	0.2388514164
770	0.2387665402
771	0.2386445658
772	0.2385374611
773	0.238420328
774	0.2383361079
775	0.2383023863
776	0.2381850599
777	0.2381355277
778	0.2380204948
779	0.2379514395
780	0.2378596777
781	0.2377670768
782	0.2376810666
783	0.2376008844
784	0.2375107702
785	0.2374328001
786	0.2373564523
787	0.2372991393
788	0.2372229237
789	0.2371254509
790	0.2370346909
791	0.2369060596
792	0.236771758
793	0.2366903451
794	0.2365774735
795	0.2364886918
796	0.2363575177
797	0.2363072176
798	0.2362185782
799	0.2361099886
800	0.236048948
801	0.2359460033
802	0.2358903939
803	0.2357728387
804	0.2356557513
805	0.235540632
806	0.2355053797
807	0.2354673202
808	0.2354000398
809	0.2353712053
810	0.2353120971
811	0.2352319301
812	0.235174851
813	0.2350795192
814	0.2350206348
815	0.2348795747
816	0.2348151369
817	0.2347620856
818	0.2346441388
819	0.2345491629
820	0.2344554585
821	0.2343238318
822	0.2342509879
823	0.2341723312
824	0.2341365704
825	0.23405263
826	0.2339785604
827	0.2338982256
828	0.2337985355
829	0.2337255644
830	0.2336432056
831	0.2335825922
832	0.2334938663
833	0.2334058372
834	0.2333145789
835	0.2332435352
836	0.2331688655
837	0.2330697654
838	0.2329225213
839	0.2328311714
840	0.2327603922
841	0.2326910368
842	0.2326392975
843	0.232588321
844	0.2324311298
845	0.2323522036
846	0.2323220011
847	0.2322313327
848	0.2321203021
849	0.2320916507
850	0.2320181558
851	0.2319300402
852	0.2318541145
853	0.2318079996
854	0.2316782495
855	0.2315901289
856	0.2314857958
857	0.2313639943
858	0.2313076119
859	0.2312313251
860	0.2311359068
861	0.2310159004
862	0.2309000539
863	0.2308351331
864	0.230785311
865	0.2307257756
866	0.2306079407
867	0.230553028
868	0.2303983084
869	0.2303037495
870	0.2302313531
871	0.2301841245
872	0.2301178713
873	0.2300125364
874	0.2299156078
875	0.2298205557
876	0.2297822928
877	0.2297064433
878	0.2295928904
879	0.2295145846
880	0.2294554358
881	0.2293465411
882	0.2292734886
883	0.2291824133
884	0.2290827894
885	0.2290296617
886	0.2289698009
887	0.2288959195
888	0.2287958074
889	0.2287396742
890	0.2286788828
891	0.2285772654
892	0.2284957253
893	0.2283811196
894	0.2283229675
895	0.2282176276
896	0.2281371758
897	0.2281008758
898	0.2280255553
899	0.2279265619
900	0.2278583
901	0.2277425247
902	0.2276744305
903	0.2275918784
904	0.2274545866
905	0.2273882571
906	0.2273243839
907	0.2272525723
908	0.2271779992
909	0.2270975017
910	0.2270209148
911	0.2269418819
912	0.2268823771
913	0.2267841313
914	0.2266794473
915	0.2266244431
916	0.2265527383
917	0.2264328997
918	0.2263853355
919	0.2263291464
920	0.2262385288
921	0.2262127354
922	0.2261063174
923	0.2259972548
924	0.2259452561
925	0.2258903028
926	0.2258441523
927	0.2257729306
928	0.2257098406
929	0.2256761444
930	0.2255712621
931	0.2255232555
932	0.2254462211
933	0.2253212106
934	0.2252775673
935	0.2252231378
936	0.225155959
937	0.2250587303
938	0.224941231
939	0.2248651578
940	0.2247482332
941	0.2246983602
942	0.2246291574
943	0.2245270213
944	0.2244010293
945	0.224334054
946	0.2242770715
947	0.2242149731
948	0.2241410307
949	0.2240666967
950	0.2240034134
951	0.2239381671
952	0.2238816678
953	0.2238043334
954	0.2237353238
955	0.2236619306
956	0.2235605573
957	0.223468348
958	0.2233818547
959	0.2232953207
960	0.2232359277
961	0.223170773
962	0.2231237377
963	0.2230932606
964	0.2230421264
965	0.2229428127
966	0.2229176346
967	0.2228912005
968	0.222843677
969	0.2227522355
970	0.2226915661
971	0.2225545133
972	0.222465045
973	0.22240017
974	0.2223575336
975	0.2222992645
976	0.2222140934
977	0.2221563838
978	0.2220647491
979	0.2219915796
980	0.2219208665
981	0.2218858633
982	0.2218390416
983	0.221708666
984	0.2216066926
985	0.2215757324
986	0.2214949399
987	0.2214419749
988	0.2213556596
989	0.2212120313
990	0.2211100325
991	0.2210426096
992	0.2209412617
993	0.2208645528
994	0.2208110641
995	0.2207653306
996	0.2206596805
997	0.2206358907
998	0.2205946325
999	0.2205162251
